,Area Name,Occupational Code,Occupation,Naics Code,Industry,Year,Employment,Employment Relative Standard Error,Response Rate(%),Hourly wage; mean,Annual wage; mean,Wage Relative Standard Error,Hourly wage; 10th percentile,Hourly wage; 25th percentile,Hourly wage; median,Hourly wage; 75th percentile,Hourly wage; 90th percentile,Annual wage; 10th percentile,Annual wage; 25th percentile,Annual wage; median,Annual wage; 75th percentile,Annual wage; 90th percentile,NLP_Category
388,North Carolina,17-0000,Architecture and Engineering Occupations,0,"Cross-industry, private, federal, state, and local",2022,"68,190",1.1,17,$40.91,"$85,090",0.5,$22.29,$29.30,$38.25,$49.12,$62.96,"$46,350","$60,940","$79,560","$102,170","$130,970",Non Entry level and Tech
389,North Carolina,49-9071,"Maintenance and Repair Workers, General",0,"Cross-industry, private, federal, state, and local",2022,"45,770",1.5,17,$21.24,"$44,170",0.4,$13.76,$16.67,$19.66,$24.55,$30.33,"$28,630","$34,670","$40,900","$51,070","$63,080",Non Entry level and Tech
390,North Carolina,21-1021,"Child, Family, and School Social Workers",0,"Cross-industry, private, federal, state, and local",2022,"12,860",2.5,17,$24.24,"$50,420",0.7,$17.60,$19.63,$23.32,$28.45,$31.93,"$36,610","$40,840","$48,510","$59,170","$66,410",Entry level and Non-tech
391,North Carolina,39-3091,Amusement and Recreation Attendants,0,"Cross-industry, private, federal, state, and local",2022,"12,670",3.5,17,$11.30,"$23,510",0.9,$8.23,$9.21,$10.59,$12.64,$14.85,"$17,110","$19,160","$22,030","$26,280","$30,890",Entry level and Non-tech
392,North Carolina,43-3021,Billing and Posting Clerks,0,"Cross-industry, private, federal, state, and local",2022,"12,180",2.3,17,$19.62,"$40,810",0.8,$14.91,$16.93,$18.83,$22.18,$24.71,"$31,000","$35,200","$39,170","$46,140","$51,400",Entry level and Non-tech
393,North Carolina,51-9199,"Production Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,"10,320",3.6,17,$17.35,"$36,100",0.8,$12.55,$14.24,$16.48,$19.02,$23.23,"$26,090","$29,620","$34,280","$39,560","$48,320",Non Entry level and Tech
394,North Carolina,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0,"Cross-industry, private, federal, state, and local",2022,"9,320",3.8,17,$17.79,"$36,990",1.7,$11.87,$14.24,$17.04,$20.12,$24.78,"$24,690","$29,620","$35,450","$41,840","$51,540",Non Entry level and Tech
395,North Carolina,11-9032,"Education Administrators, Kindergarten through Secondary",0,"Cross-industry, private, federal, state, and local",2022,"9,060",2.3,17,*,"$79,850",0.6,*,*,*,*,*,"$60,000","$64,500","$77,560","$84,210","$103,570",Entry level and Non-tech
396,North Carolina,21-1012,"Educational, Guidance, and Career Counselors and Advisors",0,"Cross-industry, private, federal, state, and local",2022,"7,940",2.4,17,$25.06,"$52,120",0.8,$16.86,$21.40,$24.43,$29.09,$31.57,"$35,070","$44,510","$50,820","$60,510","$65,670",Entry level and Non-tech
397,North Carolina,27-1024,Graphic Designers,0,"Cross-industry, private, federal, state, and local",2022,"6,300",3.2,17,$27.59,"$57,380",2.6,$15.26,$19.15,$24.82,$31.54,$41.64,"$31,750","$39,820","$51,620","$65,610","$86,610",Non Entry level and Tech
398,North Carolina,27-2022,Coaches and Scouts,0,"Cross-industry, private, federal, state, and local",2022,"5,720",7.5,17,*,"$60,150",5.3,*,*,*,*,*,"$24,030","$30,320","$41,120","$61,040","$89,790",Non Entry level and Non-tech
399,North Carolina,15-2051,Data Scientists,0,"Cross-industry, private, federal, state, and local",2022,"5,350",8.4,17,$57.67,"$119,960",1.0,$31.52,$44.38,$58.64,$66.33,$83.06,"$65,560","$92,310","$121,970","$137,970","$172,770",Non Entry level and Tech
400,North Carolina,27-1026,Merchandise Displayers and Window Trimmers,0,"Cross-industry, private, federal, state, and local",2022,"4,860",3.3,17,$17.00,"$35,360",0.9,$12.40,$14.15,$14.95,$17.89,$23.78,"$25,780","$29,440","$31,100","$37,210","$49,460",Entry level and Non-tech
401,North Carolina,49-3011,Aircraft Mechanics and Service Technicians,0,"Cross-industry, private, federal, state, and local",2022,"4,750",3.7,17,$31.19,"$64,880",1.4,$19.33,$24.47,$30.00,$36.53,$44.85,"$40,210","$50,900","$62,390","$75,980","$93,290",Non Entry level and Tech
402,North Carolina,37-2021,Pest Control Workers,0,"Cross-industry, private, federal, state, and local",2022,"4,010",2.2,17,$18.04,"$37,530",1.9,$13.18,$14.16,$17.36,$20.95,$23.41,"$27,410","$29,450","$36,100","$43,580","$48,680",Non Entry level and Tech
403,North Carolina,29-1122,Occupational Therapists,0,"Cross-industry, private, federal, state, and local",2022,"3,340",3.8,17,$41.48,"$86,270",1.1,$28.83,$33.47,$40.17,$47.79,$52.50,"$59,970","$69,610","$83,560","$99,400","$109,210",Non Entry level and Tech
404,North Carolina,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",0,"Cross-industry, private, federal, state, and local",2022,"2,080",6.3,17,$15.76,"$32,780",1.5,$10.53,$13.15,$14.84,$18.36,$21.09,"$21,890","$27,360","$30,870","$38,180","$43,860",Entry level and Non-tech
405,North Carolina,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0,"Cross-industry, private, federal, state, and local",2022,"1,550",8.3,17,$31.38,"$65,270",1.4,$21.77,$26.29,$31.51,$36.91,$39.77,"$45,270","$54,680","$65,540","$76,770","$82,730",Non Entry level and Tech
406,North Carolina,41-9099,"Sales and Related Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,"1,520",14.9,17,$19.74,"$41,060",5.1,$14.22,$15.55,$16.12,$17.66,$36.00,"$29,570","$32,340","$33,540","$36,720","$74,870",Entry level and Non-tech
407,North Carolina,39-7010,Tour and Travel Guides,0,"Cross-industry, private, federal, state, and local",2022,"1,310",10.5,17,$18.61,"$38,710",9.7,$8.93,$12.37,$15.52,$17.30,$38.84,"$18,580","$25,730","$32,280","$35,970","$80,790",Non Entry level and Tech
408,North Carolina,47-4041,Hazardous Materials Removal Workers,0,"Cross-industry, private, federal, state, and local",2022,"1,050",6.4,17,$19.65,"$40,880",3.1,$14.43,$16.80,$18.27,$21.76,$25.60,"$30,010","$34,940","$38,000","$45,260","$53,250",Non Entry level and Tech
409,North Carolina,27-3023,"News Analysts, Reporters, and Journalists",0,"Cross-industry, private, federal, state, and local",2022,830,7.1,17,$27.16,"$56,480",5.7,$13.24,$16.72,$23.46,$29.90,$40.67,"$27,550","$34,780","$48,790","$62,200","$84,590",Non Entry level and Non-tech
410,North Carolina,15-2011,Actuaries,0,"Cross-industry, private, federal, state, and local",2022,770,6.7,17,$70.66,"$146,960",4.0,$36.83,$44.16,$64.99,$81.97,$113.68,"$76,610","$91,860","$135,180","$170,500","$236,460",Entry level and Non-tech
411,North Carolina,53-7011,Conveyor Operators and Tenders,0,"Cross-industry, private, federal, state, and local",2022,690,6.2,17,$15.35,"$31,920",0.7,$14.14,$14.79,$14.79,$15.64,$17.15,"$29,410","$30,770","$30,770","$32,520","$35,680",Non Entry level and Non-tech
412,North Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",0,"Cross-industry, private, federal, state, and local",2022,640,12.5,17,$29.36,"$61,060",2.5,$17.28,$23.40,$28.31,$32.84,$40.18,"$35,940","$48,670","$58,880","$68,300","$83,580",Entry level and Non-tech
413,North Carolina,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,0,"Cross-industry, private, federal, state, and local",2022,590,8.2,17,$25.57,"$53,190",3.8,$16.62,$19.77,$23.74,$29.50,$36.16,"$34,560","$41,130","$49,370","$61,350","$75,210",Non Entry level and Tech
414,North Carolina,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",0,"Cross-industry, private, federal, state, and local",2022,590,7.3,17,$22.42,"$46,640",1.8,$17.48,$19.10,$22.77,$24.34,$27.29,"$36,350","$39,730","$47,360","$50,630","$56,770",Non Entry level and Tech
415,North Carolina,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",0,"Cross-industry, private, federal, state, and local",2022,420,35.3,17,$25.97,"$54,010",4.3,$17.38,$22.52,$27.00,$29.07,$31.08,"$36,160","$46,840","$56,160","$60,470","$64,650",Non Entry level and Tech
416,North Carolina,19-2042,"Geoscientists, Except Hydrologists and Geographers",0,"Cross-industry, private, federal, state, and local",2022,410,22.6,17,$39.42,"$81,990",2.5,$26.35,$29.83,$37.60,$48.67,$57.21,"$54,810","$62,050","$78,210","$101,240","$119,010",Non Entry level and Tech
417,North Carolina,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0,"Cross-industry, private, federal, state, and local",2022,350,10.9,17,$20.54,"$42,730",1.2,$15.81,$17.20,$20.17,$22.90,$26.08,"$32,880","$35,780","$41,950","$47,630","$54,250",Non Entry level and Tech
418,North Carolina,39-9099,"Personal Care and Service Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,270,22.7,17,$14.94,"$31,080",6.9,$10.37,$11.07,$11.99,$17.07,$23.41,"$21,570","$23,030","$24,930","$35,510","$48,690",Entry level and Non-tech
419,North Carolina,53-6011,Bridge and Lock Tenders,0,"Cross-industry, private, federal, state, and local",2022,50,31.4,17,$19.72,"$41,010",1.7,$15.13,$17.63,$18.64,$18.85,$27.88,"$31,480","$36,680","$38,780","$39,210","$57,980",Entry level and Tech
420,North Carolina,51-9197,Tire Builders,0,"Cross-industry, private, federal, state, and local",2022,*,38.7,18,$16.19,"$33,660",1.6,$13.72,$14.44,$15.50,$18.18,$18.18,"$28,530","$30,030","$32,230","$37,810","$37,810",Non Entry level and Tech
421,North Carolina,29-1141,Registered Nurses,0,"Cross-industry, private, federal, state, and local",2022,"104,300",1.1,18,$37.22,"$77,420",0.9,$28.64,$31.13,$36.75,$40.50,$48.29,"$59,580","$64,760","$76,430","$84,230","$100,430",Entry level and Non-tech
422,North Carolina,13-2011,Accountants and Auditors,0,"Cross-industry, private, federal, state, and local",2022,"42,640",1.9,18,$41.21,"$85,710",1.0,$23.51,$29.18,$37.04,$48.20,$64.10,"$48,890","$60,690","$77,030","$100,250","$133,340",Non Entry level and Non-tech
423,North Carolina,43-5071,"Shipping, Receiving, and Inventory Clerks",0,"Cross-industry, private, federal, state, and local",2022,"28,310",3.2,18,$18.00,"$37,450",0.6,$13.12,$14.95,$17.33,$19.99,$23.77,"$27,280","$31,100","$36,040","$41,570","$49,450",Entry level and Non-tech
424,North Carolina,15-1232,Computer User Support Specialists,0,"Cross-industry, private, federal, state, and local",2022,"22,560",2.8,18,$28.57,"$59,430",1.8,$16.11,$20.74,$26.04,$33.20,$44.44,"$33,520","$43,130","$54,170","$69,050","$92,420",Non Entry level and Tech
425,North Carolina,29-2052,Pharmacy Technicians,0,"Cross-industry, private, federal, state, and local",2022,"16,370",1.9,18,$18.07,"$37,590",0.5,$14.10,$15.62,$17.74,$20.10,$22.61,"$29,320","$32,500","$36,900","$41,810","$47,020",Entry level and Tech
426,North Carolina,13-1151,Training and Development Specialists,0,"Cross-industry, private, federal, state, and local",2022,"14,740",3.1,18,$31.38,"$65,260",1.4,$14.63,$20.97,$28.90,$38.84,$50.07,"$30,420","$43,620","$60,120","$80,790","$104,140",Non Entry level and Tech
427,North Carolina,29-1051,Pharmacists,0,"Cross-industry, private, federal, state, and local",2022,"11,110",2.1,18,$61.70,"$128,330",0.7,$43.39,$59.48,$63.72,$68.82,$76.52,"$90,250","$123,720","$132,530","$143,140","$159,150",Entry level and Non-tech
428,North Carolina,51-4041,Machinists,0,"Cross-industry, private, federal, state, and local",2022,"9,720",3.6,18,$23.12,"$48,080",1.9,$13.96,$18.08,$22.29,$27.92,$33.35,"$29,040","$37,610","$46,360","$58,080","$69,370",Non Entry level and Tech
429,North Carolina,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",0,"Cross-industry, private, federal, state, and local",2022,"6,530",2.0,18,$15.95,"$33,170",0.6,$13.49,$13.97,$16.86,$17.64,$17.73,"$28,070","$29,070","$35,080","$36,700","$36,880",Entry level and Non-tech
430,North Carolina,15-1212,Information Security Analysts,0,"Cross-industry, private, federal, state, and local",2022,"6,040",3.9,18,$58.94,"$122,580",0.8,$36.59,$43.44,$56.66,$67.56,$84.29,"$76,100","$90,350","$117,860","$140,510","$175,320",Non Entry level and Tech
431,North Carolina,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,0,"Cross-industry, private, federal, state, and local",2022,"5,440",3.3,18,$20.26,"$42,150",1.5,$13.75,$15.35,$17.88,$24.15,$29.38,"$28,590","$31,920","$37,180","$50,240","$61,100",Entry level and Non-tech
432,North Carolina,51-6093,Upholsterers,0,"Cross-industry, private, federal, state, and local",2022,"5,290",7.5,18,$21.86,"$45,470",2.7,$13.72,$16.32,$21.33,$27.31,$30.70,"$28,540","$33,940","$44,370","$56,800","$63,850",Entry level and Non-tech
433,North Carolina,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",0,"Cross-industry, private, federal, state, and local",2022,"4,960",3.0,18,$15.51,"$32,270",0.9,$12.55,$13.74,$14.83,$17.80,$18.55,"$26,100","$28,590","$30,840","$37,030","$38,580",Non Entry level and Tech
434,North Carolina,13-2041,Credit Analysts,0,"Cross-industry, private, federal, state, and local",2022,"3,320",3.3,18,$47.79,"$99,400",1.0,$29.62,$35.18,$44.85,$60.02,$72.47,"$61,600","$73,170","$93,290","$124,840","$150,740",Non Entry level and Non-tech
435,North Carolina,39-9041,Residential Advisors,0,"Cross-industry, private, federal, state, and local",2022,"2,550",10.2,18,$15.75,"$32,750",1.7,$9.88,$12.47,$14.63,$17.88,$23.32,"$20,560","$25,940","$30,430","$37,180","$48,500",Entry level and Non-tech
436,North Carolina,27-2012,Producers and Directors,0,"Cross-industry, private, federal, state, and local",2022,"2,410",10.0,18,$36.35,"$75,610",3.8,$16.74,$22.81,$30.91,$42.50,$63.24,"$34,830","$47,430","$64,290","$88,400","$131,540",Non Entry level and Non-tech
437,North Carolina,17-2072,"Electronics Engineers, Except Computer",0,"Cross-industry, private, federal, state, and local",2022,"1,830",5.4,18,$51.18,"$106,450",1.5,$32.21,$39.35,$47.22,$58.51,$79.68,"$67,010","$81,850","$98,220","$121,710","$165,740",Non Entry level and Tech
438,North Carolina,53-7063,Machine Feeders and Offbearers,0,"Cross-industry, private, federal, state, and local",2022,"1,450",7.7,18,$16.89,"$35,130",1.4,$11.77,$14.59,$17.00,$19.54,$21.08,"$24,490","$30,350","$35,360","$40,650","$43,840",Entry level and Non-tech
439,North Carolina,31-9094,Medical Transcriptionists,0,"Cross-industry, private, federal, state, and local",2022,810,18.6,18,$16.41,"$34,140",7.2,$10.35,$11.12,$16.72,$19.53,$22.78,"$21,530","$23,130","$34,770","$40,620","$47,380",Non Entry level and Tech
440,North Carolina,51-2051,Fiberglass Laminators and Fabricators,0,"Cross-industry, private, federal, state, and local",2022,760,7.3,18,$18.77,"$39,030",1.0,$14.48,$15.67,$17.77,$21.54,$24.84,"$30,110","$32,600","$36,960","$44,800","$51,670",Non Entry level and Tech
441,North Carolina,19-1099,"Life Scientists, All Other",0,"Cross-industry, private, federal, state, and local",2022,570,15.8,18,$45.84,"$95,350",4.7,$26.44,$30.98,$39.89,$54.87,$75.40,"$54,990","$64,440","$82,970","$114,140","$156,830",Non Entry level and Tech
442,North Carolina,27-2042,Musicians and Singers,0,"Cross-industry, private, federal, state, and local",2022,490,19.0,18,$30.94,*,6.5,$18.83,$20.75,$23.70,$29.01,$45.19,*,*,*,*,*,Non Entry level and Tech
443,North Carolina,27-3099,"Media and Communication Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,240,13.4,18,$30.69,"$63,840",5.7,$16.48,$23.86,$26.37,$38.80,$42.38,"$34,290","$49,620","$54,850","$80,700","$88,140",Non Entry level and Tech
444,North Carolina,51-4194,"Tool Grinders, Filers, and Sharpeners",0,"Cross-industry, private, federal, state, and local",2022,220,11.2,18,$21.34,"$44,380",3.4,$14.99,$16.73,$19.26,$23.78,$31.06,"$31,180","$34,810","$40,050","$49,460","$64,610",Non Entry level and Tech
445,North Carolina,51-9151,Photographic Process Workers and Processing Machine Operators,0,"Cross-industry, private, federal, state, and local",2022,190,22.5,18,$17.56,"$36,530",10.4,$12.72,$12.78,$15.82,$19.00,$30.51,"$26,460","$26,580","$32,900","$39,520","$63,460",Non Entry level and Tech
446,North Carolina,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",0,"Cross-industry, private, federal, state, and local",2022,190,24.4,18,$16.60,"$34,530",3.6,$13.15,$14.02,$16.01,$18.75,$22.11,"$27,340","$29,160","$33,300","$39,000","$45,990",Entry level and Non-tech
447,North Carolina,51-9194,Etchers and Engravers,0,"Cross-industry, private, federal, state, and local",2022,170,49.1,18,$22.06,"$45,880",16.3,$16.93,$22.89,$23.01,$23.68,$25.10,"$35,210","$47,620","$47,860","$49,260","$52,200",Entry level and Non-tech
448,North Carolina,27-1027,Set and Exhibit Designers,0,"Cross-industry, private, federal, state, and local",2022,160,13.7,18,$21.90,"$45,550",9.0,$10.25,$11.52,$16.70,$29.06,$39.12,"$21,310","$23,960","$34,730","$60,450","$81,360",Non Entry level and Tech
449,North Carolina,43-1011,First-Line Supervisors of Office and Administrative Support Workers,0,"Cross-industry, private, federal, state, and local",2022,"41,840",1.4,19,$28.49,"$59,260",0.5,$17.44,$21.57,$26.99,$33.81,$40.60,"$36,280","$44,870","$56,140","$70,330","$84,450",Entry level and Non-tech
450,North Carolina,13-1199,"Business Operations Specialists, All Other",0,"Cross-industry, private, federal, state, and local",2022,"32,490",1.6,19,$36.96,"$76,870",1.0,$19.81,$25.87,$32.87,$44.74,$58.24,"$41,210","$53,820","$68,380","$93,070","$121,140",Non Entry level and Tech
451,North Carolina,13-1081,Logisticians,0,"Cross-industry, private, federal, state, and local",2022,"6,220",4.5,19,$35.77,"$74,400",1.7,$21.48,$25.75,$32.89,$43.29,$53.12,"$44,670","$53,560","$68,410","$90,040","$110,480",Non Entry level and Tech
452,North Carolina,39-1022,First-Line Supervisors of Personal Service Workers,0,"Cross-industry, private, federal, state, and local",2022,"2,470",3.9,19,$21.23,"$44,150",1.7,$14.17,$16.78,$19.60,$23.61,$29.54,"$29,470","$34,900","$40,780","$49,100","$61,450",Entry level and Non-tech
453,North Carolina,53-6021,Parking Attendants,0,"Cross-industry, private, federal, state, and local",2022,"2,060",10.2,19,$13.78,"$28,660",2.0,$10.28,$12.29,$13.93,$15.00,$16.53,"$21,380","$25,550","$28,970","$31,200","$34,380",Entry level and Non-tech
454,North Carolina,13-2020,Property Appraisers and Assessors,0,"Cross-industry, private, federal, state, and local",2022,"1,890",5.7,19,$29.76,"$61,900",3.3,$16.66,$20.94,$27.06,$37.09,$45.52,"$34,640","$43,560","$56,280","$77,150","$94,680",Entry level and Non-tech
455,North Carolina,19-3033,Clinical and Counseling Psychologists,0,"Cross-industry, private, federal, state, and local",2022,"1,820",11.1,19,$44.72,"$93,010",4.2,$25.82,$32.04,$38.59,$55.01,$72.01,"$53,710","$66,650","$80,260","$114,420","$149,780",Non Entry level and Non-tech
456,North Carolina,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,0,"Cross-industry, private, federal, state, and local",2022,870,5.3,19,$18.79,"$39,080",2.2,$14.54,$16.56,$17.99,$20.44,$23.78,"$30,250","$34,450","$37,420","$42,500","$49,460",Entry level and Non-tech
457,North Carolina,53-2012,Commercial Pilots,0,"Cross-industry, private, federal, state, and local",2022,850,13.0,19,*,"$112,900",3.4,*,*,*,*,*,"$54,100","$76,640","$107,400","$134,010","$163,930",Non Entry level and Tech
458,North Carolina,27-3011,Broadcast Announcers and Radio Disc Jockeys,0,"Cross-industry, private, federal, state, and local",2022,790,11.1,19,$29.93,"$62,250",8.7,$9.73,$14.00,$22.37,$28.79,$60.50,"$20,240","$29,120","$46,520","$59,870","$125,830",Non Entry level and Tech
459,North Carolina,53-3054,Taxi Drivers,0,"Cross-industry, private, federal, state, and local",2022,650,6.4,19,$14.46,"$30,080",1.3,$10.92,$12.25,$14.00,$16.39,$18.02,"$22,720","$25,480","$29,120","$34,100","$37,480",Non Entry level and Non-tech
460,North Carolina,43-4041,"Credit Authorizers, Checkers, and Clerks",0,"Cross-industry, private, federal, state, and local",2022,590,10.7,19,$21.46,"$44,640",2.9,$13.85,$17.27,$21.37,$24.53,$30.13,"$28,810","$35,910","$44,460","$51,030","$62,670",Entry level and Non-tech
461,North Carolina,53-7121,"Tank Car, Truck, and Ship Loaders",0,"Cross-industry, private, federal, state, and local",2022,90,11.1,19,$19.90,"$41,390",1.2,$19.10,$19.10,$19.10,$19.95,$22.63,"$39,730","$39,730","$39,730","$41,500","$47,070",Non Entry level and Tech
462,North Carolina,53-7199,"Material Moving Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,60,25.3,19,$19.99,"$41,570",6.1,$14.20,$16.00,$18.37,$25.44,$26.97,"$29,530","$33,290","$38,210","$52,900","$56,090",Non Entry level and Tech
463,North Carolina,13-1121,"Meeting, Convention, and Event Planners",0,"Cross-industry, private, federal, state, and local",2022,*,7.7,20,$26.17,"$54,440",3.7,$15.82,$18.50,$23.47,$31.84,$39.92,"$32,900","$38,470","$48,810","$66,230","$83,040",Non Entry level and Non-tech
464,North Carolina,19-0000,"Life, Physical, and Social Science Occupations",0,"Cross-industry, private, federal, state, and local",2022,"41,840",1.6,20,$35.73,"$74,320",0.9,$18.66,$24.05,$31.00,$41.38,$58.00,"$38,800","$50,010","$64,470","$86,070","$120,640",Non Entry level and Tech
465,North Carolina,29-2061,Licensed Practical and Licensed Vocational Nurses,0,"Cross-industry, private, federal, state, and local",2022,"16,230",2.2,20,$25.49,"$53,010",0.5,$20.99,$23.15,$24.66,$28.14,$29.70,"$43,670","$48,140","$51,300","$58,520","$61,780",Entry level and Tech
466,North Carolina,43-9199,"Office and Administrative Support Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,"7,280",4.0,20,$20.29,"$42,210",1.0,$12.89,$16.84,$19.34,$23.08,$27.86,"$26,810","$35,030","$40,230","$48,000","$57,960",Entry level and Non-tech
467,North Carolina,29-1071,Physician Assistants,0,"Cross-industry, private, federal, state, and local",2022,"7,150",5.0,20,$57.61,"$119,830",0.7,$46.87,$50.53,$58.64,$62.73,$70.25,"$97,490","$105,090","$121,980","$130,470","$146,120",Entry level and Non-tech
468,North Carolina,27-3031,Public Relations Specialists,0,"Cross-industry, private, federal, state, and local",2022,"6,620",10.1,20,$39.00,"$81,110",6.2,$18.82,$24.67,$32.50,$42.52,$66.00,"$39,150","$51,310","$67,590","$88,440","$137,280",Entry level and Non-tech
469,North Carolina,29-2072,Medical Records Specialists,0,"Cross-industry, private, federal, state, and local",2022,"5,240",4.7,20,$22.54,"$46,890",0.9,$14.76,$17.43,$21.73,$27.27,$31.42,"$30,700","$36,260","$45,200","$56,720","$65,350",Non Entry level and Tech
470,North Carolina,17-3031,Surveying and Mapping Technicians,0,"Cross-industry, private, federal, state, and local",2022,"3,960",4.8,20,$22.47,"$46,750",1.1,$15.11,$17.96,$21.77,$26.62,$30.26,"$31,440","$37,350","$45,290","$55,370","$62,940",Non Entry level and Tech
471,North Carolina,49-9043,"Maintenance Workers, Machinery",0,"Cross-industry, private, federal, state, and local",2022,"2,810",5.7,20,$25.02,"$52,050",1.1,$17.06,$19.84,$24.03,$29.83,$33.49,"$35,480","$41,270","$49,980","$62,050","$69,670",Non Entry level and Tech
472,North Carolina,33-9091,Crossing Guards and Flaggers,0,"Cross-industry, private, federal, state, and local",2022,"1,670",13.8,20,$14.43,"$30,010",2.0,$11.19,$12.86,$15.00,$15.04,$17.02,"$23,280","$26,750","$31,200","$31,290","$35,390",Non Entry level and Non-tech
473,North Carolina,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",0,"Cross-industry, private, federal, state, and local",2022,"1,060",6.1,20,$17.02,"$35,400",1.6,$11.09,$14.25,$17.00,$19.66,$21.97,"$23,060","$29,630","$35,360","$40,880","$45,690",Non Entry level and Tech
474,North Carolina,51-9191,Adhesive Bonding Machine Operators and Tenders,0,"Cross-industry, private, federal, state, and local",2022,900,15.5,20,$16.26,"$33,820",3.6,$12.21,$13.27,$14.76,$18.55,$23.58,"$25,390","$27,600","$30,700","$38,590","$49,050",Entry level and Non-tech
475,North Carolina,51-9081,Dental Laboratory Technicians,0,"Cross-industry, private, federal, state, and local",2022,830,8.9,20,$24.65,"$51,270",4.1,$14.00,$17.47,$22.91,$29.06,$37.85,"$29,120","$36,340","$47,660","$60,450","$78,730",Entry level and Tech
476,North Carolina,43-3099,"Financial Clerks, All Other",0,"Cross-industry, private, federal, state, and local",2022,810,4.4,20,$29.02,"$60,350",0.8,$18.04,$21.74,$25.20,$37.50,$40.05,"$37,530","$45,220","$52,420","$78,000","$83,300",Entry level and Non-tech
477,North Carolina,51-9162,Computer Numerically Controlled Tool Programmers,0,"Cross-industry, private, federal, state, and local",2022,740,8.9,20,$29.31,"$60,970",2.7,$17.52,$22.73,$28.37,$34.58,$43.53,"$36,440","$47,280","$59,020","$71,930","$90,550",Non Entry level and Tech
478,North Carolina,27-4012,Broadcast Technicians,0,"Cross-industry, private, federal, state, and local",2022,700,9.4,20,$22.72,"$47,260",5.7,$10.94,$16.74,$22.23,$28.26,$33.34,"$22,750","$34,820","$46,240","$58,780","$69,360",Non Entry level and Tech
479,North Carolina,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0,"Cross-industry, private, federal, state, and local",2022,610,2.8,20,$24.10,"$50,130",0.9,$18.47,$22.36,$23.16,$25.34,$31.54,"$38,420","$46,510","$48,180","$52,710","$65,610",Non Entry level and Tech
480,North Carolina,29-1223,Psychiatrists,0,"Cross-industry, private, federal, state, and local",2022,540,14.2,20,*,*,10.1,*,*,*,*,*,*,*,*,*,*,Non Entry level and Tech
481,North Carolina,17-2041,Chemical Engineers,0,"Cross-industry, private, federal, state, and local",2022,510,10.3,20,$48.58,"$101,050",3.5,$30.09,$36.98,$47.36,$57.31,$64.61,"$62,580","$76,920","$98,510","$119,210","$134,380",Non Entry level and Tech
482,North Carolina,47-5051,"Rock Splitters, Quarry",0,"Cross-industry, private, federal, state, and local",2022,90,26.8,20,$24.55,"$51,070",9.3,$17.16,$18.31,$23.93,$28.04,$36.67,"$35,700","$38,090","$49,760","$58,320","$76,280",Non Entry level and Tech
483,North Carolina,33-0000,Protective Service Occupations,0,"Cross-industry, private, federal, state, and local",2022,"102,500",0.7,21,$20.61,"$42,860",0.4,$11.56,$14.08,$18.44,$24.00,$32.10,"$24,050","$29,280","$38,360","$49,920","$66,780",Entry level and Non-tech
484,North Carolina,33-9032,Security Guards,0,"Cross-industry, private, federal, state, and local",2022,"26,110",1.3,21,$15.53,"$32,300",0.7,$10.87,$12.70,$13.90,$16.99,$21.89,"$22,600","$26,410","$28,920","$35,330","$45,530",Entry level and Non-tech
485,North Carolina,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",0,"Cross-industry, private, federal, state, and local",2022,"20,610",1.4,21,$27.39,"$56,980",0.8,$17.34,$21.17,$25.95,$32.19,$38.79,"$36,070","$44,030","$53,980","$66,950","$80,690",Non Entry level and Tech
486,North Carolina,13-2051,Financial and Investment Analysts,0,"Cross-industry, private, federal, state, and local",2022,"10,270",2.2,21,$46.93,"$97,620",0.8,$29.31,$34.43,$43.25,$50.40,$66.36,"$60,970","$71,610","$89,960","$104,830","$138,030",Non Entry level and Non-tech
487,North Carolina,51-3023,Slaughterers and Meat Packers,0,"Cross-industry, private, federal, state, and local",2022,"8,910",3.1,21,$16.19,"$33,680",0.9,$13.91,$15.14,$15.20,$17.64,$18.29,"$28,940","$31,490","$31,610","$36,680","$38,050",Non Entry level and Tech
